airplane,airname,citycode,cityname,country
DLZ,达兰扎达嘎德机场,DLZ,达兰扎达嘎德,蒙古
UNR,恩德卡汗机场,UNR,恩德卡汗,蒙古
KHR,哈拉尔林机场,KHR,哈拉尔林,蒙古
HVD,科布多机场,HVD,科布多,蒙古
MXW,曼达勒戈壁机场,MXW,曼达勒戈壁,蒙古
MXV,莫龙机场,MXV,莫龙,蒙古
COQ,乔巴山机场,COQ,乔巴山,蒙古
ULG,乌尔基特机场,ULG,乌尔基特,蒙古
ULN,乌兰巴托机场,ULN,乌兰巴托,蒙古
ULO,乌兰固机场,ULO,乌兰固,蒙古
ULZ,乌里雅苏台机场,ULZ,乌里雅苏台,蒙古
UUN,西屋尔特机场,UUN,西屋尔特,蒙古
STX,亚历山大-汉密尔顿机场,STX,圣克罗伊,美属维京群岛
SSB,圣克罗伊水上飞机基地,STX,圣克罗伊,美属维京群岛
SPB,圣托马斯机场,STT,圣托马斯,美属维京群岛
STT,塞里尔金机场,STT,圣托马斯,美属维京群岛
SJF,圣约翰岛机场,SJF,圣约翰岛,美属维京群岛
APW,法勒奥罗机场,APW,阿皮亚,美属萨摩亚
AAU,阿萨奥机场,AAU,阿萨奥,美属萨摩亚
OFU,奥富岛机场,OFU,奥富岛,美属萨摩亚
MXS,毛塔机场,MXS,毛塔,美属萨摩亚
PPG,帕果帕果机场,PPG,帕果帕果,美属萨摩亚
TAV,塔乌机场,TAV,塔乌,美属萨摩亚
AAF,阿巴拉契克拉机场,AAF,阿巴拉契科拉,美国
ABI,阿比林地方机场,ABI,阿比林,美国
APG,菲利普斯陆军机场,APG,阿伯丁,美国
ABR,阿伯丁地方机场,ABR,阿伯丁,美国
ADG,阿德里安机场,ADG,阿德里安,美国
AHD,阿德莫尔市区机场,ADM,阿德莫尔,美国
ADM,阿德莫尔地方机场,ADM,阿德莫尔,美国
ATS,阿蒂西亚机场,ATS,阿蒂西亚,美国
ABQ,阿尔伯克基国际机场,ABQ,阿尔伯克基,美国
AXG,阿尔戈纳机场,AXG,阿尔戈纳,美国
KUK,阿尔缪特机场,KUK,阿尔缪特,美国
ALE,阿尔派恩机场,ALE,阿尔派恩,美国
APN,阿尔皮纳机场,APN,阿尔皮纳,美国
PTA,阿尔斯沃特港机场,PTA,阿尔斯沃特港,美国
AXS,阿尔特斯机场,LTS,阿尔特斯,美国
AOO,阿尔托纳机场,AOO,阿尔托纳,美国
AFO,阿夫顿机场,AFO,阿夫顿,美国
HVR,阿夫雷机场,HVR,阿夫雷,美国
KKI,阿基亚查克机场,KKI,阿基亚查克,美国
AKI,阿基亚克机场,AKI,阿基亚克,美国
CAK,阿克伦坎通地区机场,CAK,阿克伦,美国
AKO,阿克伦机场,AKO,阿克伦,美国
ACV,阿克塔机场,ACV,阿克塔,美国
AKK,阿克希奥克机场,AKK,阿克希奥克,美国
KQA,阿库坦机场,KQA,阿库坦,美国
AET,阿拉卡基特机场,AET,阿拉卡基特,美国
AUK,阿拉克纳克机场,AUK,阿拉克纳克,美国
ALM,阿拉莫戈多机场,ALM,阿拉莫戈多,美国
ALS,阿拉莫萨机场,ALS,阿拉莫萨,美国
AHF,阿拉珀霍机场,AHF,阿拉珀霍,美国
WLK,阿拉斯加萨拉维克机场,WLK,阿拉斯加萨拉维克,美国
WBB,阿拉斯加特宾斯机场,WBB,阿拉斯加特宾斯,美国
WWP,阿拉斯加维尔帕斯机场,WWP,阿拉斯加维尔帕斯,美国
AIA,阿莱恩斯机场,AIA,阿莱恩斯,美国
AMN,阿勒马机场,AMN,阿勒马,美国
WKK,阿勒纳季克机场,WKK,阿勒纳季克,美国
AED,阿雷内瓦机场,AED,阿雷内瓦,美国
AQY,阿里耶斯卡机场,AQY,阿里耶斯卡,美国
ALZ,阿利塔克机场,ALZ,阿利塔克,美国
ABE,阿伦敦机场,ABE,阿伦敦,美国
AMA,阿马里洛国际机场,AMA,阿马里洛,美国
AYZ,阿米蒂维尔机场,AYZ,阿米蒂维尔,美国
AOS,阿姆克机场,AOS,阿姆克,美国
OTS,阿纳科特斯机场,OTS,阿纳科特斯,美国
AKP,阿纳克图沃克机场,AKP,阿纳克图沃克,美国
ANA,阿纳希姆机场,ANA,阿纳希姆,美国
AIB,阿尼塔湾机场,AIB,阿尼塔湾,美国
ANI,阿尼亚克机场,ANI,阿尼亚克,美国
ATW,奥塔加米郡机场,ATW,阿普尓顿,美国
APV,阿普尔瓦利机场,APV,阿普尔瓦利,美国
ATO,阿森斯机场,ATO,阿森斯,美国
ASX,阿什兰机场,ASX,阿什兰,美国
ASY,阿什利机场,ASY,阿什利,美国
AVL,阿什维尔地区机场,AVL,阿什维尔,美国
ARX,阿斯伯里帕克机场,ARX,阿斯伯里帕克,美国
ASE,阿斯彭机场,ASE,阿斯彭,美国
AST,阿斯托里亚机场,AST,阿斯托里亚,美国
AKB,阿特卡机场,AKB,阿特卡,美国
ATK,阿特卡什克机场,ATK,阿特卡什克,美国
ATU,阿图岛机场,ATU,阿图岛,美国
ADT,埃达机场,ADT,埃达,美国
EDA,埃德纳贝机场,EDA,埃德纳贝,美国
ELD,古德温场机场,ELD,埃尔多拉多,美国
ELV,埃尔芬考夫机场,ELV,埃尔芬考夫,美国
EKO,埃尔科机场,EKO,埃尔科,美国
ELP,埃尔帕索国际机场,ELP,埃尔帕索,美国
NJK,埃尔森特罗机场,NJK,埃尔森特罗,美国
KKU,埃库克机场,KKU,埃库克,美国
KEK,埃阔克机场,KEK,埃阔克,美国
ELI,埃利姆机场,ELI,埃利姆,美国
EMK,埃莫纳克机场,EMK,埃莫纳克,美国
AHH,埃默里机场,AHH,埃默里,美国
AMW,埃姆斯机场,AMW,埃姆斯,美国
ESC,埃斯卡纳巴机场,ESC,埃斯卡诺巴,美国
AVO,埃文帕克机场,AVO,埃文帕克,美国
EVV,德雷斯地区机场,EVV,埃文斯维尔,美国
AEL,阿尔波特雷阿机场,AEL,艾伯特利,美国
ADK,艾达克机场,ADK,艾达克,美国
IMT,艾恩蒙廷机场,IMT,艾恩蒙廷,美国
IWD,艾恩伍德机场,IWD,艾恩伍德,美国
ELM,埃尔迈拉地区机场,ELM,艾尔迈拉,美国
AIK,艾肯机场,AIK,艾肯,美国
ALI,艾丽斯机场,ALI,艾丽斯,美国
AIV,艾丽斯维尔机场,AIV,艾丽斯维尔,美国
ISP,艾斯利普机场,ISP,艾斯利普,美国
IDA,凡宁机场,IDA,爱达荷福尔斯,美国
ARB,安阿伯机场,ARB,安阿伯,美国
ABL,安布勒机场,ABL,安布勒,美国
ONT,安大略国际机场,ONT,安大略,美国
ADR,安德鲁斯机场,ADR,安德鲁斯,美国
AND,安德森机场,AND,安德森,美国
AID,安德森地方机场,AID,安德森,美国
ANY,安东尼机场,ANY,安东尼,美国
ANQ,史特优本郡机场,ANQ,安哥拉城,美国
AXX,安吉尔法厄机场,AXX,安吉尔法厄,美国
CLM,安吉利斯港机场,CLM,安吉利斯港,美国
ANC,安克雷奇国际机场,ANC,安克雷奇,美国
ANP,安纳波利斯机场,ANP,安那波利斯,美国
ANB,安妮斯顿机场,ANB,安妮斯顿,美国
AHT,安奇特卡机场,AHT,安奇特卡,美国
ANW,安斯沃思机场,ANW,安斯沃思,美国
ATE,安特勒斯机场,ATE,安特勒斯,美国
ANV,安维克机场,ANV,安维克,美国
AGN,昂昆机场,AGN,昂昆,美国
AUN,奥本机场,AUN,奥本,美国
AUO,奥本欧佩莱卡机场,AUO,奥本,美国
CVO,科瓦利斯地方政机场,CVO,奥尔巴尼,美国
ALB,奥尔巴尼国际机场,ALB,奥尔巴尼,美国
ABY,多格尔提郡机场,ABY,奥尔巴尼,美国
ALN,奥尔顿机场,ALN,奥尔顿,美国
OGS,奥格登斯堡机场,OGS,奥格登斯堡,美国
DNL,奥古斯塔机场,AGS,奥古斯塔,美国
AGS,布什机场,AGS,奥古斯塔,美国
AUG,奥古斯塔机场,AUG,奥古斯塔,美国
ODW,奥克港机场,ODW,奥克港,美国
OAK,奥克兰机场,OAK,奥克兰,美国
OXR,奥克斯纳德机场,OXR,奥克斯纳德,美国
MCO,奥兰多国际机场,ORL,奥兰多,美国
ORL,奥兰多执行机场,ORL,奥兰多,美国
SFB,桑福德国际机场,ORL,奥兰多,美国
SNA,圣塔安娜机场,SNA,奥兰治镇,美国
AUZ,奥罗拉机场,AUZ,奥罗拉,美国
OMA,奥马哈机场,OMA,奥马哈,美国
OSH,奥什科什机场,OSH,奥什科什,美国
AUS,奥斯汀国际机场,AUS,奥斯汀,美国
ASQ,内华达奥斯汀机场,ASQ,奥斯汀,美国
AUM,明尼苏达奥斯汀机场,AUM,奥斯汀,美国
BNL,巴恩韦尔机场,BNL,巴恩韦尔,美国
BWI,巴尔第摩华盛顿国际机场,BWI,巴尔的摩,美国
BHB,巴港机场,BHB,巴港,美国
BGT,巴格达机场,BGT,巴格达,美国
BCJ,巴卡格兰德机场,BCJ,巴卡格兰德,美国
BXK,巴克艾机场,BXK,巴克艾,美国
BKC,巴克拉机场,BKC,巴克拉,美国
BNF,巴拉诺夫机场,BNF,巴拉诺夫,美国
BRW,巴罗机场,BRW,巴罗,美国
BTI,巴特岛机场,BTI,巴特岛,美国
BTL,巴特尔克里克机场,BTL,巴特尔克里克,美国
BAM,巴特尔芒廷机场,BAM,巴特尔芒廷,美国
BVO,巴特尔斯维尔机场,BVO,巴特尔斯维尔,美国
BTP,格雷厄姆机场,BTP,巴特勒,美国
BUM,巴特勒机场,BUM,巴特勒,美国
BSZ,巴特利茨机场,BSZ,巴特利茨,美国
BTR,瑞安机场,BTR,巴吞鲁日,美国
EBR,巴吞鲁日机场,BTR,巴吞鲁日,美国
BOW,巴托机场,BOW,巴托,美国
BRY,巴兹敦机场,BRY,巴兹敦,美国
WMO,白山机场,WMO,白山,美国
BML,柏林机场,BML,柏林,美国
BGE,班布里奇机场,BGE,班布里奇,美国
BDY,班登机场,BDY,班登,美国
BGR,班戈国际机场,BGR,班戈,美国
BNG,班宁机场,BNG,班宁,美国
BYA,邦德利机场,BYA,邦德利,美国
BTF,邦蒂富尔机场,BTF,邦蒂富尔,美国
BDE,包德特机场,BDE,包德特,美国
PPV,保护港机场,PPV,保护港,美国
BXC,鲍克斯博罗机场,BXC,鲍克斯博罗,美国
APH,鲍灵格林机场,APH,鲍灵格林,美国
BWG,沃伦县机场,BWG,鲍灵格林,美国
BWM,鲍曼机场,BWM,鲍曼,美国
OTH,北本德机场,OTH,北本德,美国
ARC,北极村机场,ARC,北极村,美国
LBF,北普拉特机场,LBF,北普拉特,美国
BBC,贝城机场,BBC,贝城,美国
HLB,贝茨维尔机场,HLB,贝茨维尔,美国
BVX,贝茨维尔地方机场,BVX,贝茨维尔,美国
BED,贝德福德机场,BED,贝德福德,美国
BFR,格里森地方机场,BFR,贝德福德,美国
HPY,贝敦机场,HPY,贝敦,美国
KBE,贝尔岛水上基地机场,KBE,贝尔岛,美国
BCC,贝尔克里克机场,BCC,贝尔克里克,美国
BLM,贝尔马机场,BLM,贝尔马,美国
BLV,贝尔维尔机场,BLV,贝尔维尔,美国
BVY,贝弗利机场,BVY,贝弗利,美国
BKE,贝克机场,BKE,贝克,美国
BAR,琼海博鳌机场,BAR,贝克岛,美国
KPB,贝克港机场,KPB,贝克港,美国
BKW,贝克利机场,BKW,贝克利,美国
BFL,梅道斯机场,BFL,贝克斯菲尔德,美国
BCS,贝拉查瑟机场,BCS,贝拉查瑟,美国
BLI,贝灵厄姆机场,BLI,贝灵厄姆,美国
BVU,贝卢加机场,BVU,贝卢加,美国
BET,贝瑟尔机场,BET,贝瑟尔,美国
BPA,贝斯佩奇机场,BPA,贝斯佩奇,美国
BTT,贝特尔斯机场,BTT,贝特尔斯,美国
BEH,本顿港机场,BEH,本顿港,美国
BTN,本尼兹维尔机场,BTN,本尼兹维尔,美国
BBB,本森机场,BBB,本森,美国
BIE,比阿特丽斯机场,BIE,比阿特丽斯,美国
BTY,比蒂机场,BTY,比蒂,美国
WBQ,贝尔岛机场,WBQ,比弗,美国
BFP,比弗福尔斯机场,BFP,比弗福尔斯,美国
BVD,比弗因莱特机场,BVD,比弗因莱特,美国
BIC,美国比格克里克机场,BIC,比格克里克,美国
BGQ,比格莱克机场,BGQ,比格莱克,美国
BMX,比格芒顿机场,BMX,比格芒顿,美国
BIL,比灵斯机场,BIL,比灵斯,美国
BIX,比洛克西机场,BIX,比洛克西,美国
BSQ,比斯比机场,BSQ,比斯比,美国
BTM,波由特机场,BTM,比尤特,美国
PSG,彼得斯堡机场,PSG,彼得斯堡,美国
BIS,俾斯麦机场,BIS,俾斯麦,美国
BIH,毕晓普机场,BIH,毕晓普,美国
BGM,宾厄姆顿机场,BGM,宾厄姆顿,美国
PIH,波卡特咯机场,PIH,波卡特洛,美国
BOS,洛干国际机场,BOS,波士顿,美国
PWM,波特兰国际喷气机机场,PWM,波特兰,美国
PDX,波特兰国际机场,PDX,波特兰,美国
PCA,波特奇克里克机场,PCA,波特奇克里克,美国
PHO,波因特霍普机场,PHO,波因特霍普,美国
PIZ,波因特莱机场,PIZ,波因特莱,美国
BUR,鲍勃霍普机场,BUR,伯班克,美国
BNO,伯恩斯机场,BNO,伯恩斯,美国
JBK,伯克利机场,JBK,伯克利,美国
BRL,伯林顿机场,BRL,伯林顿,美国
BTV,伯灵顿国际机场,BTV,伯灵顿,美国
BBF,伯灵顿机场,BBF,伯灵顿,美国
BJI,伯米吉机场,BJI,伯米吉,美国
BHM,伯明翰机场,BHM,伯明翰,美国
KBC,伯奇克里克机场,KBC,伯奇克里克,美国
BUB,伯韦尔机场,BUB,伯韦尔,美国
BFT,博福尔机场,BFT,博福尔,美国
BGD,博格机场,BGD,博格,美国
BXA,博加卢萨机场,BXA,博加卢萨,美国
BCT,博卡-拉顿机场,BCT,博卡拉顿,美国
BXS,博莱戈斯普林斯机场,BXS,博莱戈斯普林斯,美国
BPT,博蒙特杰弗逊郡机场,BPT,博蒙特,美国
BSW,博斯韦尔贝机场,BSW,博斯韦尔贝,美国
BOI,博伊西机场,BOI,博伊西,美国
BZN,加拉丁机场,BZN,博兹曼,美国
BNW,布恩机场,BNW,布恩,美国
BLF,布尔菲尔德机场,BLF,布尔菲尔德,美国
BFG,布尔弗洛格巴辛机场,BFG,布尔弗洛格巴辛,美国
IFP,布尔黑德城机场,IFP,布尔黑德城,美国
BUF,布法罗－尼亚加拉国际机场,BUF,布法罗,美国
BYG,布法罗机场,BYG,布法罗,美国
BFD,美国布拉德福德机场,BFD,布拉德福德,美国
BDF,弗兰肯伯格机场,BDF,布拉德福德,美国
BZT,布拉佐里亚机场,BZT,布拉佐里亚,美国
BWS,布莱恩机场,BWS,布莱恩,美国
BSI,布莱尔斯维尔机场,BSI,布莱尔斯维尔,美国
BYW,布莱克利岛机场,BYW,布莱克利岛,美国
BCB,布莱克斯堡机场,BCB,布莱克斯堡,美国
BKT,布莱克斯通机场,BKT,布莱克斯通,美国
BWL,布莱克韦尔机场,BWL,布莱克韦尔,美国
BLH,布莱斯机场,BLH,布莱思,美国
BYH,阿肯色国际机场,BYH,布莱斯维尔,美国
CFD,布赖恩机场,CFD,布赖恩,美国
BDG,布兰丁机场,BDG,布兰丁,美国
BRO,南帕德雷岛国际机场,BRO,布朗斯维尔,美国
BWD,布朗伍德机场,BWD,布朗伍德,美国
BWC,布劳雷机场,BWC,布劳雷,美国
BBD,布雷迪机场,BBD,布雷迪,美国
BKD,布雷肯里奇机场,BKD,布雷肯里奇,美国
BRD,布雷纳德机场,BRD,布雷纳德,美国
BMC,布里格姆机场,BMC,布里格姆,美国
BDR,布里奇波特机场,BDR,布里奇波特,美国
BCE,布里斯机场,BCE,布里斯,美国
TRI,美国布里斯托尔机场,TRI,布里斯托尔,美国
BBX,布卢贝尔机场,BBX,布卢贝尔,美国
BFB,布卢佛克斯贝机场,BFB,布卢佛克斯贝,美国
BLU,布卢卡尼昂机场,BLU,布卢卡尼昂,美国
BMG,布卢明顿机场,BMG,布卢明顿,美国
BKX,布鲁金斯机场,BKX,布鲁金斯,美国
BOK,布鲁金斯州立机场,BOK,布鲁金斯,美国
BKF,布鲁克斯莱克机场,BKF,布鲁克斯莱克,美国
RBH,布鲁克斯朗吉机场,RBH,布鲁克斯朗吉,美国
BMI,布卢明顿诺马尔机场,BMI,布鲁明顿,美国
BJC,布鲁姆菲尔德机场,BJC,布鲁姆菲尔德,美国
SSI,麦克金农机场,SSI,布伦瑞克,美国
BQK,格林科喷气机机场,SSI,布伦瑞克,美国
NHZ,布伦瑞克机场,NHZ,布伦瑞克,美国
BDX,布罗德斯机场,BDX,布罗德斯,美国
BBW,布罗肯鲍机场,BBW,布罗肯鲍,美国
BID,布洛克岛机场,BID,布洛克岛,美国
CIK,查尔基齐克机场,CIK,查尔基齐克,美国
CRW,查尔斯顿机场,CRW,查尔斯顿,美国
CHS,查尔斯顿国际机场,CHS,查尔斯顿,美国
CYM,查塔姆机场,CYM,查塔姆,美国
QDK,查塔努加机场,CHA,查塔努加,美国
CHA,拉佛尔机场,CHA,查塔努加,美国
TLH,塔拉哈西地方机场,TLH,达拉哈西,美国
ADS,阿迪逊机场,DFW,达拉斯,美国
DAL,爱田机场,DFW,达拉斯,美国
DFW,达拉斯机场,DFW,达拉斯,美国
GBD,大本德机场,GBD,大本德,美国
BIG,大德尔塔机场,BIG,大德尔塔,美国
GFK,大福克斯机场,GFK,大福克斯,美国
GPZ,大急流机场,GPZ,大急流,美国
GRR,肯特郡国际机场,GRR,大急流城,美国
BPI,大派尼机场,BPI,大派尼,美国
HCA,大斯普林斯机场,HCA,大斯普林斯,美国
AIY,贝德尔机场,AIY,大西洋城,美国
ACY,大西洋城国际机场,AIY,大西洋城,美国
FLG,普里阿姆机场,GCN,大峡谷,美国
GCN,大峡谷机场,GCN,大峡谷,美国
GJT,大章克申机场,GJT,大章克申,美国
DIO,代奥米德群岛机场,DIO,代奥米德群岛,美国
DAY,代顿机场,DAY,代顿,美国
DAB,代托纳比奇地区机场,DAB,代托纳比奇,美国
DEN,丹佛国际机场,DEN,丹佛,美国
APA,阿拉帕霍机场,DEN,丹佛,美国
FOD,道奇堡机场,FOD,道奇堡,美国
DDC,道奇城机场,DDC,道奇城,美国
DSM,德梅因机场,DSM,得梅因,美国
DVL,德弗尔斯莱克机场,DVL,德弗尔斯莱克,美国
TXK,特克萨卡纳机场,TXK,德克瑟卡那,美国
DLH,德卢斯国际机场,DLH,德芦斯,美国
DBQ,迪比克地方机场,DBQ,迪比克,美国
DIK,迪金森机场,DIK,迪金逊,美国
DEC,迪凯特机场,DEC,迪凯特,美国
DLG,迪灵汗机场,DLG,迪灵汗,美国
DET,底特律市机场,DTT,底特律,美国
DTW,底特律机场,DTT,底特律,美国
TNC,丁城机场,TNC,丁城,美国
ESD,东松德机场,ESD,东松德,美国
DUJ,杜波依斯杰弗逊郡机场,DUJ,杜波依斯,美国
DRO,拉普拉塔机场,DRO,杜兰戈,美国
DHN,多森机场,DHN,多森,美国
OKC,阿克拉河马城机场,OKC,俄克拉荷马城,美国
RSH,俄罗斯教区机场,RSH,俄罗斯教区,美国
BYS,厄文堡机场,BYS,厄文堡,美国
FAR,赫克特尔机场,FAR,法戈,美国
FMN,法明顿机场,FMN,法明顿,美国
PHL,费城国际机场,PHL,费城,美国
FAI,费尔班克斯国际机场,FAI,费尔班克斯,美国
FAY,北卡罗来纳费耶特维尔地方机场,FAY,费耶特维尔,美国
FYV,阿肯色费耶特维尔地方机场,FYV,费耶特维尔,美国
XNA,阿肯色西北地区机场,FYV,费耶特维尔,美国
PHX,凤凰城机场,PHX,凤凰城,美国
FCH,钱德勒机场,FAT,弗雷斯诺,美国
FAT,优胜美地国际机场,FAT,弗雷斯诺,美国
FNT,弗林特毕晓普机场,FNT,弗林特,美国
FLO,弗洛伦斯机场,FLO,弗洛伦斯,美国
KFP,福尔斯帕斯机场,KFP,福尔斯帕斯,美国
FKL,富兰克林机场,FKL,富兰克林,美国
GNV,盖恩斯维尔地区机场,GNV,盖恩斯维尔,美国
GUP,盖洛普机场,GUP,盖洛普,美国
GAM,甘伯尔机场,GAM,甘伯尔,美国
GUC,甘尼森机场,GUC,甘尼森,美国
GLV,戈络文机场,GLV,戈络文,美国
KOT,戈特利克机场,KOT,戈特利克,美国
CAE,哥伦比亚机场,CAE,哥伦比亚,美国
COU,哥伦比亚地区机场,COU,哥伦比亚,美国
CMH,哥伦布国际机场,CMH,哥伦布,美国
CSG,哥伦布大都会地区机场,CSG,哥伦布,美国
LCK,里肯巴克国际机场,CMH,哥伦布,美国
UBS,劳恩德斯郡机场,UBS,哥伦布,美国
GTR,金三角地区机场,UBS,哥伦布,美国
CBM,哥伦布空军基地,UBS,哥伦布,美国
GPT,比罗西地区机场,GPT,格尔夫波特,美国
GGW,美国格拉斯哥机场,GGW,格拉斯哥,美国
PGM,格雷厄姆港机场,PGM,格雷厄姆港,美国
KGX,格雷林机场,KGX,格雷林,美国
GTF,格雷特瀑布机场,GTF,格雷特瀑布,美国
GRB,奥斯丁－斯特劳贝尔机场,GRB,格林贝,美国
GSO,格林斯伯勒机场,GSO,格林斯伯勒,美国
PGV,皮特-格林维尔机场,PGV,格林维尔,美国
GSP,格林威尔机场,GSP,格林维尔,美国
GLH,格林维尔机场,GLH,格林维尔,美国
GDV,格伦代夫机场,GDV,格伦代夫,美国
GNU,古德纽斯湾机场,GNU,古德纽斯湾,美国
BQV,古斯塔夫斯机场,GST,古斯塔夫斯,美国
GST,吉斯塔夫斯机场,GST,古斯塔夫斯,美国
INL,国际瀑布机场,INL,国际瀑布城,美国
HRO,哈里森机场,HRO,哈里森,美国
MDT,哈里斯堡国际机场,HAR,哈里斯堡,美国
HAR,哈里斯堡直升机机场,HAR,哈里斯堡,美国
HRL,瓦雷国际机场,HRL,哈林根,美国
HNM,哈纳机场,HNM,哈纳,美国
BDL,布莱德雷国际机场,HFD,哈特福德,美国
HFD,布莱纳德机场,HFD,哈特福德,美国
HII,哈瓦苏湖城机场,HII,哈瓦苏湖城,美国
HAE,哈瓦苏派机场,HAE,哈瓦苏派,美国
HNS,哈伊尼斯机场,HNS,哈伊尼斯,美国
HYG,海达堡机场,HYG,海达堡,美国
HDN,海登机场,HDN,海登,美国
PTH,海登港机场,PTH,海登港,美国
HYA,海恩尼斯机场,HYA,海恩尼斯,美国
HYS,海斯机场,HYS,海斯,美国
CMX,汉考克机场,CMX,汉考克,美国
LFI,汉普顿机场,PHF,汉普顿,美国
PHF,威廉姆斯堡机场,PHF,汉普顿,美国
DUT,荷兰港机场,DUT,荷兰港,美国
HOM,荷马机场,HOM,荷马,美国
HLN,赫勒纳机场,HLN,赫勒纳,美国
HGR,黑格斯敦机场,HGR,黑格斯敦,美国
HSV,汉斯威尔机场,HSV,亨茨维尔,美国
HTS,亨廷顿机场,HTS,亨廷顿,美国
HNH,胡纳机场,HNH,胡纳,美国
HPB,胡珀湾机场,HPB,胡珀湾,美国
HSL,胡斯利亚机场,HSL,胡斯利亚,美国
DCA,华盛顿国际机场,WAS,华盛顿,美国
IAD,华盛顿杜勒斯机场,WAS,华盛顿,美国
ALO,滑铁卢机场,ALO,滑铁卢,美国
BLW,怀马纳洛机场,BLW,怀马纳洛,美国
HLG,惠灵机场,HLG,惠灵,美国
MKK,霍奥莱胡阿机场,MKK,霍奥莱胡阿,美国
HOB,霍布斯机场,HOB,霍布斯,美国
HCR,霍利克罗斯机场,HCR,霍利克罗斯,美国
HYL,霍利斯机场,HYL,霍利斯,美国
ILE,基林机场,ILE,基林,美国
GRK,格雷军用机场,ILE,基林,美国
ENA,基奈机场,ENA,基奈,美国
KPN,基普努克机场,KPN,基普努克,美国
KVL,基瓦利纳机场,KVL,基瓦利纳,美国
GCC,坎贝尔郡机场,GCC,吉勒台,美国
GCK,加登城机场,GCK,加登城,美国
GYY,加里机场,GYY,加里,美国
GAL,加利纳机场,GAL,加利纳,美国
MKL,麦克拉尔机场,MKL,杰克逊,美国
JAC,杰克逊霍勒机场,JAC,杰克逊,美国
JAN,杰克逊国际机场,JAN,杰克逊,美国
OAJ,阿尔伯特-埃利斯机场,OAJ,杰克逊维尔,美国
JAX,杰克逊威尔机场,JAX,杰克逊维尔,美国
KVC,金科夫机场,KVC,金科夫,美国
IGM,金曼机场,IGM,金曼,美国
AKN,金萨蒙机场,AKN,金萨蒙,美国
SFO,旧金山机场,SFO,旧金山,美国
CAD,卡迪拉科机场,CAD,卡迪拉科,美国
CNM,新墨西哥州卡尔斯巴德机场,CNM,卡尔斯巴德,美国
KLG,卡尔斯卡格机场,KLG,卡尔斯卡格,美国
KAL,卡尔塔格机场,KAL,卡尔塔格,美国
OGG,卡胡卢伊机场,OGG,卡胡卢伊,美国
KNK,卡克霍纳克机场,KNK,卡克霍纳克,美国
AZO,巴特尔克里克国际机场,AZO,卡拉马袓,美国
LUP,卡劳帕帕机场,LUP,卡劳帕帕,美国
FCA,格雷希尔国际公园机场,FCA,卡利斯佩尔,美国
MUE,卡姆也拉机场,MUE,卡姆也拉,美国
EAR,卡尼机场,EAR,卡尼,美国
JHM,卡帕鲁阿机场,JHM,卡帕鲁阿,美国
KXA,卡萨机场,KXA,卡萨,美国
CPR,卡斯珀机场,CPR,卡斯珀,美国
CGI,开普吉拉多机场,CGI,开普吉拉多,美国
EHM,开普奈韦机场,EHM,开普奈韦,美国
IAN,凯厄纳机场,IAN,凯厄纳,美国
BKH,凯卡哈机场,BKH,凯卡哈,美国
KAE,凯客机场,KAE,凯客,美国
KTN,凯奇坎机场,KTN,凯奇坎,美国
MKC,堪萨斯城机场,MKC,堪萨斯城,美国
MCI,堪萨斯城国际机场,MKC,堪萨斯城,美国
CBE,坎伯兰机场,CBE,坎伯兰,美国
HPV,普林塞维尔机场,LIH,考爱岛,美国
LIH,考爱岛机场,LIH,考爱岛,美国
IRK,柯克斯维尔机场,IRK,柯克斯维尔,美国
OBU,科伯克机场,OBU,科伯克,美国
OTZ,科策布机场,OTZ,科策布,美国
COD,黄石地区机场,COD,科迪,美国
ADQ,科迪亚克机场,ADQ,科迪亚克,美国
CDB,科尔德湾机场,CDB,科尔德湾,美国
CDV,穆德霍勒-史密斯机场,CDV,科尔多瓦,美国
KCC,科夫曼科夫机场,KCC,科夫曼科夫,美国
KGK,科里加内克机场,KGK,科里加内克,美国
CRX,科林斯机场,CRX,科林斯,美国
COS,科罗拉多斯普林机场,COS,科罗拉多斯普林,美国
SBS,科罗拉多温泉机场,SBS,科罗拉多温泉,美国
KOA,科纳机场,KOA,科纳,美国
CRP,科珀斯克里斯蒂机场,CRP,科珀斯科里斯蒂,美国
